title,part_of_speech,definition,current_etymology,suggested_etymology,source,notes
ԽԻՒՍ,,", ո հլ. (յետնաբար նաև ի հլ). «ալիւ-րով կամ ուրիշ նիւթով պատրաստուած լոյծ ուտելիք» Բ. թագ. ժգ. Ովս. ը",Etymology needs research,,merge_complete.py,
ԽԼԵԼ,,"«անծանօթ մի բոյս». ունի միայն ՀԲուս. § 1063, առնելով քիմիական մի գըր-քից։",Etymology needs research,,merge_complete.py,
ԽԼԷԶ,,"«մողէս». իբրև միջին հյ. բառ ունի Նորայր, Բառ. ֆր. 744 բ. Տաղարանից վկա-յութիւն է տալիս Ամատունի, Հայ",Etymology needs research,,merge_complete.py,
ԽԼԻԿ,,"(անեզաբար գործածուած) «քթից վազած հեղուկը» ԱԲ (առանց վկայութեան). աւելի սովորական է խլին, յգ. խլինք ",Etymology needs research,,merge_complete.py,
ԽԾԻՊ,,"«մի տեսակ կար՝ ոլորելով և ամփո-փելով կտորը». կենդանի է միայն գաւառա-կաններում, հնից ունինք խծպիլ «ին",Etymology needs research,,merge_complete.py,
ԽՂԱԹ,,"«կին, մէկի կինը». նորագիւտ բառ, որ մէկ անգամ գտնում եմ գործածուած 1313 թուին գրուած մի ձեռագրի յիշատ",Etymology needs research,,merge_complete.py,
ԽՃԻԼ,,"«կուրանալ». նորագիւտ բառ, որ մէկ անգամ գտնում եմ գործածուած Մոլութ. 4Ո3ա «Ի. Սամփսոնի խճեցան աչքն, ք",Etymology needs research,,merge_complete.py,
ԽՄԷԼ,,տե՛ս Հումել։,Etymology needs research,,merge_complete.py,
ԽՆԱՅ,,. արմատ առանձին անգործածական. ոճով միայն ասւում է խնայ առնել «խնայել» Սիր. իգ. 3. Բուզ. գ. 20. (Վրդն,Etymology needs research,,merge_complete.py,
ԽՆԴԷ,,«շրէշ բոյսը» Բժշ. ունի միայն ՀԲուս. § 1074։,Etymology needs research,,merge_complete.py,
ԽՇԵԼ,,«դադարիլ». ունի միայն Բառ. երեմ. էջ 142։,Etymology needs research,,merge_complete.py,
ԽՈԽՄ,,", որից և խոխմիկ «անվթար, ան-փորձ». ունի միայն Բառ. երեմ. էջ 143։",Etymology needs research,,merge_complete.py,
ԽՈՅԶ,,", ի հլ. «փնտռտուք, որոնում, զննու-թիւն» Ագաթ. Ոսկ. Սեբեր. որից խուզել «ո-րոնել, փնտռել, պրպտել» ՍԳր.",Etymology needs research,,merge_complete.py,
ԽՈՅԻ,,«զոպայ բոյսը» Բժշ. ունի միայն ՀԲուս. § 1111։,Etymology needs research,,merge_complete.py,
ԽՈՅՍ,,. արմատ առանձին անգործածական. սճով ասւում է խոյս տալ «փախչիլ» ՍԳր. Ագաթ. խոյս առնուլ Մամիկ. որից խու,Etymology needs research,,merge_complete.py,
ԽՈՆՋ,,«յոգնած» Յուդթ. ժգ. 2. «յոգնու-թիւն» Յհ. կթ. 222. որից խոնջիլ «յոգնիլ» Սիր. զ. 20. Ագաթ. խոնջութիւն ,Etymology needs research,,merge_complete.py,
ԽՈՐԴ,,", ո հլ. (յետնաբար նաև ու հլ.) «կը-ռունկ թռչունը» Ագաթ. Եզն. Վեցօր. 163, 162 8 Բուռ. Եւագր. 201. «կռո",Etymology needs research,,merge_complete.py,
ԽՈՐՀ,,"(յետնաբար ռ, ի հլ.) «խորհուրդ, մտածութիւն, միտք» Յճխ. Ոսկիփ. Վրդն. առ. 127. Տօնակ. որից խորհիլ «մտած",ՓՈԽ.-Ուտ. խօրուրթ «խորհուրդ»։,,Calfa lexical-databases: etymology/etymology01.xml,
ԽՈՒԼ,,", ի հլ. «ականջը չլսող, քառ» ՍԳր. Կոչ. «անխօս» Եփր. համաբ. որից խլանալ Միք. է. 16. Ագաթ. խլացուցանել ",Etymology needs research,,merge_complete.py,
ԽՈՒԽ,,", ո հլ. «թանձր թուք, մաղաս» Խոսր. էջ 251. Շնորհ. սրգ. 42. Վրք. և վկ. Բ. 294. որ և գրուած է խաւղ (խօղ",Etymology needs research,,merge_complete.py,
ԽՈՒՂ,,". արմատ անյայտ նշանակութեամբ, սործածուած է միայն մառախուղ բառի մէջ որ տե՛ս առանձին։",Etymology needs research,,merge_complete.py,
ԽՈՒՉ,,«թեր կամ փարչ». ունի միայն Բառ. երեմ. էջ 146. ինչ լինելը յայտնի չէ։,Etymology needs research,,merge_complete.py,
ԽՈՒՊ,,«վեր». ունի միայն Բառ. երեմ. 146.,Etymology needs research,,merge_complete.py,
ԽՌԱՅ,,"«վտիտ, նիհար». գիտեն միայն Բառ. երեմ. էջ 319 (մեկնուած ւիւծ, որ է «հիւծեալ») և Ներսէսովիչ, Բառ. լտ.-",Etymology needs research,,merge_complete.py,
ԽՌԻԿ,,"«ձկան ականջը, branchies». միջին հյ. բառ. վկայութիւնները տես Նորայր, Բառ. ֆր. էջ 171բ։",Etymology needs research,,merge_complete.py,
ԽՌԻՒ,,", ո հլ. «չոր ճիւղեր, վառելու համար ւորացած փայտի կտորներ» ՍԳր. Վեզօր. 196. որից խռուանալ «խռիւի պէս ",Etymology needs research,,merge_complete.py,
ԽՏԻՐ,,", ո հլ. «տարբերութիւն, զանազանու-թիւն դնելը» ՍԳր. որից յգ. խտիրք «աւե-լորդապաշտութիւն» Ոսկ. մ. բ. 26",Etymology needs research,,merge_complete.py,
ԽՐԱՆ,,տե՛ս Խան։,Etymology needs research,,merge_complete.py,
ԽՐԱՑ,,", ի հլ. (անեզաբար գործածուած) «կօշկի փոկէ կապ». ՍԳր. Եփր. ծն. էջ 59. Պղատ. օրին. Շնորհ. «բաճկոնի կապ",Etymology needs research,,merge_complete.py,
ԾԱԾԻ,,"(-ծւոլ, -ծեաց). անստոյգ բառ. մէկ անգամ գործածում է Անյ. հց. իմ. «Իսկ ւարդիցդ և մեղուացդ և ծածեացդ ճա",Etymology needs research,,merge_complete.py,
ԾԱՌԳ,,"» «երօիւրաւոր մի կենդանի». նորա-գիւտ անստոյգ բառ, որ մէկ անգամ գըտ-նում եմ ռռրծածուած Յովսիմ. 27 «Գլ",Etymology needs research,,merge_complete.py,
ԾԱՐԲ,,"«օձ որոյ խայթուած արկանէ ի տապ և ի ծարաւ անհնարին. ծարաւական քարբ. լտ. coluber dipsas, ֆր. dipsade» ",Etymology needs research,,merge_complete.py,
ԾԱՐՔ,,«չափք կամ կշիռք». ունի միայն Բառ. երեմ. էջ 149։,Etymology needs research,,merge_complete.py,
ԾԱՒԻ,,«անուշ կապոյտ աչքերով» Ոսկ. Կող. ժբ. Վեցօր. 119. Շիր։ (Առաջին վկա-յութեան մէջ այլ ձեռ. ծաւիր. ունինք,Etymology needs research,,merge_complete.py,
ԾԵՐՊ,,", ի հլ. «ծակ, ճեղք, բացուածք, պա-տառուածօ» ՍԳր. Եզն. կոչ. 215. որից նե-ղածերպ Ագաթ. քարածերպ ՍԳր. Ագ",Etymology needs research,,merge_complete.py,
ԾԵՒԷ,,"«օրէ», ԾՈՒԷ «ուրէ». այսպէս ունի Բառ. երեմ. էջ 149 և 151. ինչ լինելը չէ՛ յայտնի։",Etymology needs research,,merge_complete.py,
ԾԼԵՐ,,«վաղամեռուկ խոտը» Բժշ. ունի մի-այն ՀԲուս. § 1202։,Etymology needs research,,merge_complete.py,
ԾԼԻԼ,,"«կոտրուիլ, ջարդուիլ». նորագիւտ բառ, որ մէկ անգամ գործածուած եմ գըտ-նում Ոսկ. պօղ. Ա. 376 «Եթէ յադամա",Etymology needs research,,merge_complete.py,
ԾԿԻԿ,,", ԾԿՈՅԹ տե՛ս Ճկոյթ։",Etymology needs research,,merge_complete.py,
ԾՂՆԻ,,"«ծիծռան նման թռչուն ծովային, ալկիոն, alcyon». ունի միայն Նորայր, Բառ. ֆր. էջ 41 ա, իբր մհյ. բառ։",Etymology needs research,,merge_complete.py,
ԾՂՈՏ,,տե՛ս Ծիլ։,Etymology needs research,,merge_complete.py,
ԾՄԱԿ,,", ի-ա հլ. «արև չտեսած՝ շուք տեղ ձորի մէջ» Եզն. Մամիկ. Վստկ. 48. որից ձմակային «ձորային անարև տեղ» Ճա",Etymology needs research,,merge_complete.py,
ԾՄԻՆ,,"«փոքրիկ շնչահան, տճկ. նէֆէս. լիք». նորագիւտ բառ, որ մէկ անգամ ունի Վստկ. էջ 122 «Ծեփեա՛ զբերանն և փո",Etymology needs research,,merge_complete.py,
ԾՈՅԼ,,"(յետնաբար ի, ի-ա հլ.) «անաշխա-տասէր» Սիրաք. ժա. 11. Յայտ. իա. 8. Պիտ Խոր. որից ծուլանալ Ագաթ. ծուլալ",Etymology needs research,,merge_complete.py,
ԾՈՒՓ,,"«ջրերի տատանիլ ալեկոծուիլը. 2, փխբ. հոգս, ներքին շփոթութիւն, սրտի ան-հանգստութիւն. 3. խուզարկութիւն,",Etymology needs research,,merge_complete.py,
ԾՊԵՂ,,«հեծան տանեաց յորոյ վերայ հաս-տատին նեղ և նուրբ տախտակք և զնոքօք կղմինտր կամ հերձաքար ֆրանս. chevron,Etymology needs research,,merge_complete.py,
ԾՐԴԻ,,տե՛ս Ցիրռ։,Etymology needs research,,merge_complete.py,
ԿԱՂԿ,,«կապիճ կամ ստացուած». ունի միայն Բառ. երեմ. էջ 153. բայց անդ՝ էջ 158 գրւում է կարկ «կապիճ կամ ձգեաց ,Etymology needs research,,merge_complete.py,
ԿԱՂՃ,,"«վնասակար մի բոյս, որոմ» Գիրք թղ. որից առնելով ունի միայն ՀԲուս. § 1272, յիշեցնելով միաժամանակ գաղձ ",Etymology needs research,,merge_complete.py,
ԿԱՄԲ,,", կամ կամբի, կամփի, կամբոս.-անստոյգ ընթերցուածներով և անորոշ նշա-նակութեամբ մի բառ. ունի միայն ՀԲուս",Etymology needs research,,merge_complete.py,
ԿԱՄԾ,,"-արմատ առանձին անգործածա-կան. գտնւում է կամշանալ և կամշոտիլ ան-ստոյգ բառերի մէջ, որոնք մի մի անգամ գ",Etymology needs research,,merge_complete.py,
ԿԱՄՔ,,". մի տեսակ անստոյգ բո՞յս. գտնը-ւում է միայն կամքաջուր բարդի մէջ, որ գիտէ միայն Ասար. ըստ ՀԲուս. § 33",Etymology needs research,,merge_complete.py,
ԿԱՅԹ,,", ի հլ. «ցատկռտելը, ոտքի թփըր-տոց, ուրախութեան՝ ցնծութեան պար» Ա-մովս. զ. 5. որից կայթել «ուրախանալ,",Etymology needs research,,merge_complete.py,
ԿԱՅՄ,,"(ի հլ. ըստ ՆՀԲ, թէև առանց վկա-յութեան) «նաւի մէջ տնկուած սիւնը՝ որի վրայ առագաստ են պարզում» Ես. լգ.",Etymology needs research,,merge_complete.py,
ԿԱՅՌ,,"«մի տեսակ խոտ, cynomorium, orobanche, շան թութ» Ռոշք. ունին միայն ՀԲուս. § 1287 և Նորայր ՀԱ 1924, 72",Etymology needs research,,merge_complete.py,
ԿԱՅՍ,,"«օդը պղտորող մի տեսակ քամի». մէկ անգամ ունի Պիտառ. «Օդքն ծածկեն զճառագայթսն. կայս անուն է հողմըյն, ա",Etymology needs research,,merge_complete.py,
ԿԱՅՏ,,«բարաւոր». ունի միայն Բառ. ե-րեմ. էջ 155։,Etymology needs research,,merge_complete.py,
ԿԱՆԳ,,. արմատ առանձին անգործածա-կան. հին մատենագրութեան մէջ աւանդու-ած է միայն -ուն մասնիկով և սրանով ա-ծա,Etymology needs research,,merge_complete.py,
ԿԱՆԴ,,"(ի հլ. ըստ ՆՀԲ, թէև առանց վկա-յութեան) «արու արծիւ» Մագ. քեր. 240 և Երզն. քեր։ Ուրիշ վկայութիւն չկայ",Etymology needs research,,merge_complete.py,
ԿԱՆԹ,,«կոթ (որևէ ամանի)» Երզն. քեր. ւրիշ վկայութիւն չկայ հնից։,Etymology needs research,,merge_complete.py,
ԿԱՌՆ,,"«Ռառախ». արմատ առանձին ան-գործածական, որից կազմուած է կառնա-ջուր «վէրքից վազած թարախոտ և արիւնոտ ջու",Etymology needs research,,merge_complete.py,
ԿԱՍՏ,,"«աքցան». մէկ անգամ ունի Ոսկիփ. սառատռութեամբ հանդերձ. «Զմի բևեռն (խաղի) և զկաստն, որ է աքցանք»։",Etymology needs research,,merge_complete.py,
ԿԱՐԴ,,"«մի տեսակ խոտ. sicelium, cocco-cypselum» Ստ. լեհ. ունի միայն ՀԲուս. § 1359։ Կարո՞ղ է արդեօք ազդուած ",Etymology needs research,,merge_complete.py,
ԿԱՐԻ,,տե՛ս Կար։,Etymology needs research,,merge_complete.py,
ԿԱՐՃ,,", ո հլ. «ո՛չ-երկար, համառօտ» Ղկ. ժթ. 3. Ոսկ. յհ. և մտթ. Կորիւն. որից կար-ճոլ «կարճ» Ել. ժգ. 17. Եփր.",Etymology needs research,,merge_complete.py,
ԿԵԿԱ,,"«ծու, անգործ». գտնւում է միայն կեկսութիւն «անգործութիւն, ծուլութիւն» բա-ևի մէջ, որ մէկ անգամ գործածե",Etymology needs research,,merge_complete.py,
ԿԵՂՏ,,", ո հլ. (յետնաբար նաև ի հլ.) «աղտ, կեղտ, անմաքրութիւն» Ոսկ. մ. բ. 12 և յհ. ա. 9. «աղտոտ, կեղտոտ, անմ",Etymology needs research,,merge_complete.py,
ԿԶԱԿ,,". ի-ա հլ. «ստորին ծնօտը, դունչ» ՍԳր. Եւս. պտմ. Եփր. դտ. որից կզակա-կապ լինել «պապանձիլ» Գէ. ես։",Etymology needs research,,merge_complete.py,
ԿԷԶՆ,,"«թեք, զառիվայր». նորագիւտ բառ. մէկ անգամ ունի Վստկ. 215 «Ոչ ի դուր տեղի (պէտք է շինել գոմը), որ աղբն",Etymology needs research,,merge_complete.py,
ԿԹԻԼ,,"«տկարանալ, թուլանալ». այս ձե-ւով չէ՛ գործածուած մատենագրութեան մէջ. բայց կայ սրանից կթուցեալ «տկար, ",Etymology needs research,,merge_complete.py,
ԿԻԱՄ,,տե՛ս կեմ։,Etymology needs research,,merge_complete.py,
ԿԻԶՆ,,"«բուրդ, ասր» Յայսմ. Եդիշ. խաչել ճերմակ» Ագաթ. ծիրանակիզն կամ ծիրանե-կիզն «ծիրանագոյն փայլող բրդով (ո",Etymology needs research,,merge_complete.py,
ԿԻՆԾ,,"«աքացի, քացի, կիցք, ոտքով հա-րուած». նորագիւտ բառ, որ մէկ անգամ զտնում եմ գործածուած Աղէքսանդրի կա-ֆ",Etymology needs research,,merge_complete.py,
ԿԻՐԿ,,"«ծառերի չորացած և գետին ընկած ճիւղերը, խռիւ, մացառ». ունի միայն ՓԲ։ Անստոյգ բառ։",Etymology needs research,,merge_complete.py,
ԿԻՐՃ,,", ի, ի-ա հլ. «նեղ անցք (թէ՛ ջրի և թէ լեռների մէջ)» ՍԳր. Ոսկ. ես. մ. բ. 12 Ագաթ։",Etymology needs research,,merge_complete.py,
ԿԻՒՌ,,տե՛ս կիռ։,Etymology needs research,,merge_complete.py,
ԿԻՒՍ,,", ի հլ. (յետնաբար ո հլ.) «կախարդ. վհուկ, կախարդանք» Երեմ. իէ. 9. Ոսկ. ա տիմ. էջ 28, Լաբուբ. 33 (սեռ.",Etymology needs research,,merge_complete.py,
ԿԼԱՓ,,"«հաւ ինչ ջրային՝ արծաթագոյն փետրովք. ֆրանս. grèbe». ունի միայն Նո-րայր, Բառ. ֆր. 614բ, իբր նորակերտ ",Etymology needs research,,merge_complete.py,
ԿԼԻՐ,,«առնի անդամ». միջին հյ. բառ հնից չի աւանդուած. ունի միայն Նորայր։ Բառ. ֆր. 797ա։,Etymology needs research,,merge_complete.py,
ԿԾԻԾ,,"«գող» Սեբեր. 219, Կանոն. Շնորհ. ընդհ. որից կծծի (ի մասնիկով՝ փխ. *կծիծի) «պիղծ, ամօթալի» Ոսկ. եփես. ",Etymology needs research,,merge_complete.py,
ԿԾԻԿ,,"(ՆՀԲ հոլովում է կծկի, կծկան ռայց երկուսն էլ առանց վկայութեան) «թե-լի կծիկ» Ա. թագ. ժթ. 13. Կիւրղ. թգ",Etymology needs research,,merge_complete.py,
ԿԾԼԻ,,տե՛ս Կրծլի։,Etymology needs research,,merge_complete.py,
ԿԾԾԻ,,տե՛ս Կծիծ։,Etymology needs research,,merge_complete.py,
ԿԾՈՒ,,տե՛ս Կիծ։,Etymology needs research,,merge_complete.py,
ԿԿԵԼ,,"«ոստայնանկել, կտաւ գործել» Ոսկ եփես. 806, Կղնկտ. հրտր. Էմ. էջ 21, Նար. է. էջ 18. Մաշկ. որից կկոց «մա",Etymology needs research,,merge_complete.py,
ԿԿԻԹ,,"«մի տեսակ կենդանի». նորագիւտ բառ, որ մէկ անգամ գտնում եմ գործա-ծուած Խոր. աշխ. հրտր. Սուքրեանի, էջ 3",Etymology needs research,,merge_complete.py,
